78.0083	20.0057	315	-52.64
78.025	20.0057	301	-50.8738
78.0417	20.0057	293	-49.9788
78.0583	20.0057	287	-49.6076
78.075	20.0057	291	-50.555
78.0917	20.0057	289	-51.2313
78.1083	20.0057	287	-52.1076
78.125	20.0057	275	-51.8651
78.1417	20.0057	277	-53.1888
78.1583	20.0057	271	-53.4176
78.175	20.0057	263	-53.2226
78.1917	20.0057	271	-54.7176
78.2083	20.0057	277	-55.8888
78.225	20.0057	287	-57.6076
78.2417	20.0057	311	-61.0925
78.2583	20.0057	297	-60.6263
78.275	20.0057	295	-61.8025
78.2917	20.0057	287	-62.4076
78.3083	20.0057	261	-61.0989
78.325	20.0057	259	-62.2751
78.3417	20.0057	263	-63.6226
78.3583	20.0057	267	-64.3701
78.375	20.0057	277	-65.2888
78.3917	20.0057	291	-66.055
78.4083	20.0057	307	-66.745
78.425	20.0057	289	-63.5313
78.4417	20.0057	283	-61.8601
78.4583	20.0057	287	-61.6076
78.475	20.0057	285	-61.0838
78.4917	20.0057	275	-59.9651
78.5083	20.0057	269	-59.3938
78.525	20.0057	255	-57.7276
78.5417	20.0057	245	-56.0089
78.5583	20.0057	257	-56.1514
78.575	20.0057	261	-54.6989
78.5917	20.0057	281	-54.2363
78.6083	20.0057	299	-53.15
78.625	20.0057	297	-49.8263
78.6417	20.0057	313	-48.6162
78.6583	20.0057	311	-46.0925
78.675	20.0057	335	-47.2775
78.6917	20.0057	381	-52.0236
78.7083	20.0057	385	-52.8711
78.725	20.0057	323	-47.235
78.7417	20.0057	301	-46.5738
78.7583	20.0057	283	-46.6601
78.775	20.0057	275	-47.7651
78.7917	20.0057	277	-49.7888
78.8083	20.0057	277	-51.0888
78.825	20.0057	261	-50.0989
78.8417	20.0057	265	-50.8463
78.8583	20.0057	253	-49.4039
78.875	20.0057	249	-48.5564
78.8917	20.0057	239	-46.8376
78.9083	20.0057	227	-44.8952
78.925	20.0057	213	-42.7289
78.9417	20.0057	207	-41.5577
78.9583	20.0057	201	-40.4865
78.975	20.0057	203	-40.4102
78.9917	20.0057	209	-40.7815
79.0083	20.0057	203	-39.8102
79.025	20.0057	195	-38.5152
79.0417	20.0057	193	-37.7915
79.0583	20.0057	193	-37.0915
79.075	20.0057	187	-35.6203
79.0917	20.0057	187	-34.8203
79.1083	20.0057	183	-33.4728
79.125	20.0057	191	-33.7677
79.1417	20.0057	203	-34.7102
79.1583	20.0057	211	-35.7052
79.175	20.0057	211	-36.2052
79.1917	20.0057	207	-36.7577
79.2083	20.0057	205	-37.834
79.225	20.0057	203	-39.2102
79.2417	20.0057	193	-39.6915
79.2583	20.0057	185	-40.3965
79.275	20.0057	187	-41.9203
79.2917	20.0057	197	-44.139
79.3083	20.0057	209	-46.2815
79.325	20.0057	209	-46.8815
79.3417	20.0057	221	-48.7239
79.3583	20.0057	231	-50.3427
79.375	20.0057	231	-50.9427
79.3917	20.0057	247	-53.4326
79.4083	20.0057	239	-53.2376
79.425	20.0057	221	-52.0239
79.4417	20.0057	213	-51.7289
79.4583	20.0057	217	-52.6764
79.475	20.0057	215	-52.5527
79.4917	20.0057	201	-50.7865
79.5083	20.0057	195	-49.5152
79.525	20.0057	191	-48.1677
79.5417	20.0057	189	-46.844
79.5583	20.0057	191	-45.9677
79.575	20.0057	195	-45.1152
79.5917	20.0057	191	-43.4677
79.6083	20.0057	191	-42.1677
79.625	20.0057	199	-41.8627
79.6417	20.0057	203	-41.1102
79.6583	20.0057	187	-38.2203
79.675	20.0057	185	-36.8965
79.6917	20.0057	181	-35.349
79.7083	20.0057	185	-34.9965
79.725	20.0057	199	-35.9627
79.7417	20.0057	199	-35.6627
79.7583	20.0057	191	-34.7677
79.775	20.0057	183	-34.3728
79.7917	20.0057	179	-34.6253
79.8083	20.0057	185	-36.2965
79.825	20.0057	193	-38.3915
79.8417	20.0057	193	-39.5915
79.8583	20.0057	185	-39.8965
79.875	20.0057	185	-40.9965
79.8917	20.0057	195	-43.1152
79.9083	20.0057	203	-45.0102
79.925	20.0057	201	-45.5865
79.9417	20.0057	197	-45.839
79.9583	20.0057	191	-45.8677
79.975	20.0057	191	-46.3677
79.9917	20.0057	199	-47.6627
80.0083	20.0057	205	-48.434
80.025	20.0057	209	-48.6815
80.0417	20.0057	213	-48.7289
80.0583	20.0057	219	-48.7002
80.075	20.0057	213	-47.1289
80.0917	20.0057	217	-46.5764
80.1083	20.0057	219	-45.8002
80.125	20.0057	221	-45.0239
80.1417	20.0057	229	-45.1189
80.1583	20.0057	231	-44.5427
80.175	20.0057	231	-43.8427
80.1917	20.0057	243	-44.4851
80.2083	20.0057	265	-46.0463
80.225	20.0057	265	-45.0463
80.2417	20.0057	273	-44.6413
80.2583	20.0057	285	-44.5838
80.275	20.0057	299	-44.65
80.2917	20.0057	329	-46.8062
80.3083	20.0057	329	-45.9062
80.325	20.0057	355	-48.5149
80.3417	20.0057	369	-50.4811
80.3583	20.0057	329	-47.0062
80.375	20.0057	325	-48.2587
80.3917	20.0057	317	-49.3637
80.4083	20.0057	311	-50.7925
80.425	20.0057	315	-53.04
80.4417	20.0057	303	-53.0975
80.4583	20.0057	295	-52.9025
80.475	20.0057	299	-53.35
80.4917	20.0057	305	-53.4213
80.5083	20.0057	317	-53.6637
80.525	20.0057	329	-53.7062
80.5417	20.0057	329	-52.4062
80.5583	20.0057	337	-52.2012
80.575	20.0057	351	-52.9674
80.5917	20.0057	349	-52.3437
80.6083	20.0057	333	-50.4537
80.625	20.0057	323	-49.435
80.6417	20.0057	315	-48.74
80.6583	20.0057	307	-48.145
80.675	20.0057	319	-49.6875
80.6917	20.0057	317	-49.5637
80.7083	20.0057	323	-50.135
80.725	20.0057	303	-47.5975
80.7417	20.0057	307	-47.545
80.7583	20.0057	323	-48.735
80.775	20.0057	359	-52.1624
80.7917	20.0057	351	-50.5674
80.8083	20.0057	345	-49.1962
80.825	20.0057	363	-50.9099
80.8417	20.0057	367	-51.4574
80.8583	20.0057	351	-50.2674
80.875	20.0057	339	-50.2249
80.8917	20.0057	329	-50.9062
80.9083	20.0057	341	-54.4487
80.925	20.0057	339	-56.4249
80.9417	20.0057	337	-58.2012
